OG	n_genes	n_sepecies	1841596_4	2012493_3	2026747_106	2026747_11	2026747_12	2026747_123	2026747_124	2026747_147	2026747_149	2026747_155	2026747_166	2026747_167	2026747_168	2026747_169	2026747_172	2026747_173	2026747_174	2026747_179	2026747_182	2026747_189	2026747_193	2026747_195	2026747_196	2026747_22	2026747_25	2026747_3	2026747_36	2026747_41	2026747_43	2026747_59	2026747_65	2026747_66	2026747_7	2876572_6	2876573_6
443	2	2									JALSYK010000630_10											WAKA01000046_18															
444	2	2									JALSYK010000630_18											WAKA01000046_10															
445	2	2														JAUWKS010000081_5											JABCTZ010000015_36										
446	2	2											JAUWJS010000113_7																		JAHLWR010000007_86						
447	2	2									JALSYK010000076_13											WAKA01000080_19															
448	2	2										JAHQWT010000048_15														JAEOTE010000054_41											
449	2	2									JALSYK010000449_4											WAKA01000001_10															
450	2	2									JALSYK010000401_10											WAKA01000097_4															
451	2	2															DAOVPS010000047_15				DAOVHD010000150_7																
452	2	2							BPTO01000101_9																						JAHLWR010000004_59						
453	2	2				RDOD01000006_86										JAUWKS010000014_17																					
454	2	2									JALSYK010000076_14											WAKA01000080_18															
455	2	2														JAUWKS010000011_9											JABCTZ010000046_97										
456	2	2				RDOD01000001_81	RDOB01000006_94																														
457	2	2			JAGLRO010000059_11																DAOVHD010000066_5																
458	2	2									JALSYK010000061_5											WAKA01000005_16															
459	2	2	MEHH01000099_10									JAHQWT010000055_169																									
460	2	2										JAHQWT010000015_88														JAEOTE010000079_15											
461	2	2	MEHH01000011_5									JAHQWT010000050_79																									
462	2	2									JALSYK010000061_6											WAKA01000005_17															
463	2	2									JALSYK010000076_15											WAKA01000080_17															
464	2	2							BPTO01000057_1																						JAHLWR010000010_69						
465	2	2																											DXJV01000097_6			JAIZWM010000001_19					
466	2	2																									JABCTZ010000007_17		DXJV01000087_1								
467	2	2																											DXJV01000097_8			JAIZWM010000001_17					
468	2	2		NJBF01000002_108						JAMOVR010000242_27																											
469	2	2									JALSYK010000022_21											WAKA01000002_8															
470	2	2																			DAOVHD010000023_12					JAEOTE010000092_34											
471	2	2														JAUWKS010000022_32											JABCTZ010000046_154										
472	2	2									JALSYK010000020_2											WAKA01000140_23															
473	2	2													JAUWPI010000127_7					DAOVER010000003_22																	
474	2	2									JALSYK010000102_2											WAKA01000002_3															
475	2	2														JAUWKS010000026_24											JABCTZ010000026_16										
476	2	2													JAUWPI010000049_2					DAOVER010000022_18																	
477	2	2							BPTO01000029_8																							JAIZWM010000002_241					
478	2	2		NJBF01000062_12																											JAHLWR010000002_7						
479	2	2									JALSYK010000069_2											WAKA01000020_21															
480	2	2																			DAOVHD010000023_13					JAEOTE010000092_35											
481	2	2														JAUWKS010000036_19											JABCTZ010000032_42										
482	2	2				RDOD01000001_96																					JABCTZ010000032_234										
483	2	2																											DXJV01000095_23			JAIZWM010000003_281					
484	2	2																											DXJV01000021_33			JAIZWM010000007_62					
485	2	2				RDOD01000023_29																										JAIZWM010000007_13					
486	2	2									JALSYK010000127_3											WAKA01000020_30															
487	2	2																									JABCTZ010000022_30		DXJV01000071_3								
488	2	2														JAUWKS010000015_32											JABCTZ010000045_42										
489	2	2		NJBF01000007_42			RDOB01000002_413																														
490	2	2									JALSYK010000300_12											WAKA01000046_28															
491	2	2							BPTO01000026_12																						JAHLWR010000040_3						
492	2	2									JALSYK010000102_3											WAKA01000002_4															
493	2	2																											DXJV01000059_71			JAIZWM010000005_223					
494	2	2														JAUWKS010000063_17											JABCTZ010000026_52										
495	2	2							BPTO01000016_25																									JAAFKI010000003_27			
496	2	2																											DXJV01000085_39			JAIZWM010000002_261					
497	2	2												JAUWEG010000002_39																			JAAFKH010000295_1				
498	2	2		NJBF01000029_10			RDOB01000002_388																														
499	2	2		NJBF01000002_139			RDOB01000008_2																														
500	2	2														JAUWKS010000022_45											JABCTZ010000046_164										
501	2	2				RDOD01000001_225																					JABCTZ010000045_74										
502	2	2										JAHQWT010000052_209	JAUWJS010000154_4																								
503	2	2		NJBF01000002_142						JAMOVR010000047_5																											
504	2	2					RDOB01000002_71																				JABCTZ010000046_274										
505	2	2				RDOD01000027_24										JAUWKS010000010_46																					
506	2	2	MEHH01000202_4									JAHQWT010000015_70																									
507	2	2									JALSYK010000102_4											WAKA01000002_5															
508	2	2											JAUWJS010000069_6			JAUWKS010000042_21																					
509	2	2									JALSYK010000476_22											WAKA01000008_10															
510	2	2									JALSYK010000476_12											WAKA01000008_20															
511	2	2									JALSYK010000048_1											WAKA01000020_28															
512	2	2		NJBF01000017_52						JAMOVR010000050_2																											
513	2	2	MEHH01000088_2									JAHQWT010000050_251																									
514	2	2																											DXJV01000059_29			JAIZWM010000005_182					
515	2	2									JALSYK010000050_5											WAKA01000108_22															
516	2	2									JALSYK010000205_10											WAKA01000096_2															
517	2	2									JALSYK010000102_5											WAKA01000002_6															
518	2	2							BPTO01000026_28																						JAHLWR010000016_70						
519	2	2					RDOB01000007_2																							DXJL01000100_27							
520	2	2													JAUWPI010000098_2	JAUWKS010000089_12																					
521	2	2																											DXJV01000034_13			JAIZWM010000002_389					
522	2	2		NJBF01000030_19			RDOB01000003_243																														
523	2	2																	DAOWED010000037_3	DAOVER010000027_13																	
524	2	2		NJBF01000030_18			RDOB01000003_244																														
525	2	2														JAUWKS010000045_18											JABCTZ010000032_73										
526	2	2																DAOWEK010000023_57																JAAFKI010000014_39			
527	2	2				RDOD01000002_5										JAUWKS010000033_15																					
528	2	2							BPTO01000058_9																						JAHLWR010000003_132						
529	2	2									JALSYK010000230_10											WAKA01000035_8															
530	2	2									JALSYK010000205_13											WAKA01000030_8															
531	2	2	MEHH01000038_1																															JAAFKI010000030_25			
532	2	2	MEHH01000037_16									JAHQWT010000020_36																									
533	2	2																			DAOVHD010000037_3			JAYPOQ010000019_26													
534	2	2															DAOVPS010000038_9										JABCTZ010000026_31										
535	2	2		NJBF01000023_30																										DXJL01000010_8							
536	2	2		NJBF01000007_43			RDOB01000002_414																														
537	2	2	MEHH01000043_1									JAHQWT010000044_20																									
538	2	2										JAHQWT010000037_44		JAUWEG010000029_15																							
539	2	2		NJBF01000009_36			RDOB01000004_142																														
540	2	2		NJBF01000009_42			RDOB01000004_137																														
541	2	2																DAOWEK010000049_32																JAAFKI010000051_75			
542	2	2		NJBF01000035_5																											JAHLWR010000010_42						
543	2	2							BPTO01000065_13																						JAHLWR010000006_24						
544	2	2																											DXJV01000053_18			JAIZWM010000006_294					
545	2	2																											DXJV01000036_2			JAIZWM010000001_648					
546	2	2				RDOD01000034_26																					JABCTZ010000006_91										
547	2	2																											DXJV01000062_63			JAIZWM010000009_41					
548	2	2				RDOD01000004_19																					JABCTZ010000037_82										
549	2	2		NJBF01000020_19			RDOB01000004_93																														
550	2	2		NJBF01000049_10																										DXJL01000002_3							
551	2	2													JAUWPI010000056_6					DAOVER010000031_25																	
552	2	2																											DXJV01000059_39			JAIZWM010000005_192					
553	2	2									JALSYK010000501_2											WAKA01000005_3															
554	2	2									JALSYK010000050_6											WAKA01000108_23															
555	2	2																											DXJV01000021_8			JAIZWM010000007_36					
556	2	2		NJBF01000006_2																										DXJL01000037_10							
557	2	2																											DXJV01000093_6			JAIZWM010000008_12					
558	2	2	MEHH01000060_9									JAHQWT010000012_3																									
559	2	2		NJBF01000003_9			RDOB01000009_21																														
560	2	2		NJBF01000041_20						JAMOVR010000065_44																											
561	2	2	MEHH01000020_16									JAHQWT010000048_44																									
562	2	2			JAGLRO010000205_4																						JABCTZ010000018_45										
563	2	2		NJBF01000007_45			RDOB01000002_416																														
564	2	2											JAUWJS010000014_25		JAUWPI010000089_4																						
565	2	2		NJBF01000007_46			RDOB01000002_417																														
566	2	2																											DXJV01000091_4			JAIZWM010000002_476					
567	2	2		NJBF01000007_47			RDOB01000002_418																														
568	2	2										JAHQWT010000048_27																					JAAFKH010000409_1				
569	2	2		NJBF01000007_48			RDOB01000002_419																														
570	2	2		NJBF01000020_14			RDOB01000004_98																														
571	2	2	MEHH01000045_9									JAHQWT010000050_261																									
572	2	2									JALSYK010000595_2											WAKA01000004_10															
573	2	2												JAUWEG010000084_12																			JAAFKH010000095_6				
574	2	2																											DXJV01000082_5			JAIZWM010000004_17					
575	2	2		NJBF01000020_15			RDOB01000004_97																														
576	2	2																					JAYNJJ010000268_4		JAYPQJ010000001_768												
577	2	2		NJBF01000020_16			RDOB01000004_96																														
578	2	2																											DXJV01000087_94			JAIZWM010000006_172					
579	2	2	MEHH01000016_20									JAHQWT010000047_78																									
580	2	2		NJBF01000029_4			RDOB01000007_106																														
